,player.id,team.id,Season,GP,GS,R,2B,3B,HR,SO,BB,IBB,H,HBP,AB,Pitches,IP,W,L,SV,SVo,HLD,BS,ER,BF,Outs,G,CG,SHO,Strikes,BK,WP,PK,GF,IR,IR-A,CI,SH,SF,stat.inningsPitched_1,stat.inningsPitched_2,BQR,BQR-S,SB,CS,QS,GIDP,GIDPo,Swings,Whiffs,BIP,RS,FO,PO,LO,GO,FH,PH,LH,GH,Team,count,ERA,WHIP,AVG,P/IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB,PU,LD,FB,BABIP,LOB%,FIP,xFIP,SIERA,ERA+,FIP+,xFIP+,SIERA+,GB/FB,LD%,GB%,FB%,PU%,HR/FB,Balls,Contacts,Strike%,Ball%,Whiff%,SwStr%,CStr%
226,690345,693,2023,10,2,8,1,0,0,16,8,0,13,0,48,216,12.1,0,0,0,0,0,0,7,57,37,10,0,0,138,0,1,0,3,1,0,0,0,1,12,1,6,2,0,0,0,1,9,106,30,33,5,7,2,3,8,0,0,10,3,LAR,,5.11,1.70,.270,17.51,11.68,5.84,2.00,0.00,28.1,14.0,14.1,11,2,13,7,.390,61.9,3.04,3.35,3.59,98,164,149,136,1.57,39.4,33.3,21.2,6.1,0.00,78,76,63.9,36.1,28.3,13.9,14.8
239,691330,699,2023,1,0,0,0,0,0,1,1,0,1,0,3,23,1.0,0,0,0,0,0,0,0,4,3,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,2,2,0,1,0,0,0,0,0,0,1,ARA,,0.00,2.00,.330,23.00,9.00,9.00,1.00,0.00,25.0,25.0,0.0,1,0,0,1,.500,100.0,4.69,5.23,5.24,0,107,96,94,1.00,0.0,50.0,50.0,0.0,0.00,10,8,56.5,43.5,20.0,8.7,13.0
74,691348,697,2023,1,0,0,0,0,0,1,0,0,1,0,3,8,1.0,0,0,0,0,0,0,0,3,3,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,2,2,0,0,0,0,1,0,0,1,0,MAR,,0.00,1.00,.330,8.00,9.00,0.00,inf,0.00,33.3,0.0,33.3,1,0,1,0,.500,100.0,1.69,1.69,1.10,0,296,296,445,inf,50.0,50.0,0.0,0.0,nan,3,3,62.5,37.5,40.0,25.0,0.0
67,691348,692,2023,2,1,9,0,0,1,2,6,0,4,0,12,70,2.1,0,1,0,0,0,0,4,18,7,2,0,0,35,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,0,0,2,18,5,10,1,4,1,0,1,1,0,1,2,ZUL,,15.43,4.29,.330,30.00,7.71,23.14,0.33,3.86,11.1,33.3,-22.2,3,1,1,5,.330,11.6,15.26,10.86,8.76,32,33,46,56,0.60,10.0,30.0,50.0,10.0,0.20,35,13,50.0,50.0,27.8,7.1,24.3
14,691348,,2023,3,1,9,0,0,1,3,6,0,5,0,15,78,3.1,0,1,0,0,0,0,4,21,10,3,0,0,40,0,0,0,0,0,0,0,0,0,3,1,3,2,1,0,0,1,3,23,7,12,1,4,1,0,2,1,0,2,2,2 Teams,2,10.80,3.30,.330,23.40,8.10,16.20,0.50,2.70,14.3,28.6,-14.3,4,1,2,5,.360,20.8,11.19,8.11,7.38,46,45,62,66,0.80,16.7,33.3,41.7,8.3,0.20,38,16,51.3,48.7,30.4,9.0,21.8
197,691440,698,2023,3,0,2,0,0,1,2,1,0,2,1,9,40,2.1,0,0,0,1,0,1,2,11,7,3,0,0,25,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,2,13,3,7,1,4,0,0,1,1,0,1,0,LAG,,7.71,1.29,.220,17.14,7.71,3.86,2.00,3.86,18.2,9.1,9.1,1,0,1,5,.170,76.9,10.12,5.71,5.41,65,49,88,91,0.20,14.3,14.3,71.4,0.0,0.20,15,10,62.5,37.5,23.1,7.5,30.0
86,692022,697,2023,11,0,7,2,0,0,15,10,0,8,0,37,215,10.2,0,0,0,0,1,0,6,50,32,11,0,0,126,0,1,0,4,6,6,0,1,2,10,2,5,1,0,0,0,0,6,94,23,25,0,6,2,2,7,0,0,5,3,MAR,,5.06,1.69,.220,20.16,12.66,8.44,1.50,0.00,30.0,20.0,10.0,10,2,7,6,.330,61.1,3.69,4.00,4.02,99,136,125,122,1.67,28.0,40.0,24.0,8.0,0.00,89,71,58.6,41.4,24.5,10.7,14.9
61,692369,692,2023,12,5,18,6,1,1,12,9,0,34,2,103,429,24.1,0,2,0,1,0,1,17,115,73,12,0,0,255,0,2,0,0,1,1,0,0,1,24,1,10,3,4,0,0,3,22,188,28,92,13,16,4,5,33,6,0,14,14,ZUL,,6.29,1.77,.330,17.63,4.44,3.33,1.33,0.37,10.4,7.8,2.6,47,4,19,22,.360,61.9,4.59,4.55,4.91,79,109,110,100,2.14,20.7,51.1,23.9,4.3,0.05,174,160,59.4,40.6,14.9,6.5,15.6
138,692623,694,2023,8,0,5,4,0,1,4,6,1,13,1,51,189,13.2,2,0,0,0,0,0,5,59,41,8,0,0,114,0,0,0,0,5,2,0,0,1,13,2,4,0,0,0,0,3,10,79,14,48,1,9,6,0,20,0,0,11,2,ORI,,3.29,1.39,.250,13.83,2.63,3.95,0.67,0.66,6.8,10.2,-3.4,22,6,11,9,.260,80.6,5.59,5.00,5.90,152,89,100,83,2.44,22.9,45.8,18.8,12.5,0.11,75,65,60.3,39.7,17.7,7.4,18.5
49,692645,692,2023,9,0,5,2,0,1,5,6,0,8,2,36,151,10.0,0,0,0,0,0,0,5,44,30,9,0,0,87,0,0,0,0,3,3,0,0,0,10,0,6,2,0,0,0,1,5,55,3,31,8,13,2,2,6,2,0,3,3,ZUL,,4.50,1.40,.220,15.10,4.50,5.40,0.83,0.90,11.4,13.6,-2.2,9,2,5,15,.230,75.3,6.39,5.91,6.35,111,78,85,77,0.60,16.1,29.0,48.4,6.5,0.07,64,52,57.6,42.4,5.5,2.0,21.2
140,692880,694,2023,2,2,3,1,0,3,3,3,0,6,1,26,106,6.2,0,0,0,0,0,0,3,30,20,2,0,0,63,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,3,47,6,23,10,5,2,5,5,1,1,3,1,ORI,,4.05,1.35,.230,15.90,4.05,4.05,1.00,4.05,10.0,10.0,0.0,6,3,8,6,.150,120.7,10.44,5.08,5.87,123,48,98,83,1.00,34.8,26.1,26.1,13.0,0.50,43,41,59.4,40.6,12.8,5.7,15.1
7,693748,696,2023,7,0,3,1,0,2,8,6,0,6,3,31,143,9.0,0,0,0,0,0,0,3,40,27,7,0,0,81,0,2,0,1,7,2,0,0,0,9,0,6,0,1,1,0,1,5,60,23,23,2,6,4,2,5,2,0,2,2,MAG,,3.00,1.33,.190,15.89,8.00,6.00,1.33,2.00,20.0,15.0,5.0,7,4,4,8,.190,98.4,7.80,5.40,4.95,167,64,93,99,0.88,17.4,30.4,34.8,17.4,0.25,62,37,56.6,43.4,38.3,16.1,14.7
144,695870,694,2023,9,0,6,3,0,1,6,7,0,6,0,27,147,7.1,0,0,0,0,0,0,4,35,22,9,0,0,88,0,1,0,3,14,6,0,0,1,7,1,3,1,2,0,0,1,7,66,12,22,4,8,2,2,4,4,0,1,1,ORI,,4.91,1.77,.220,20.05,7.36,8.59,0.86,1.23,17.1,20.0,-2.9,5,2,3,12,.240,60.3,6.69,5.81,6.48,102,75,86,76,0.42,13.6,22.7,54.5,9.1,0.08,59,54,59.9,40.1,18.2,8.2,15.0
32,698866,696,2023,1,1,4,0,0,0,0,3,0,2,0,6,35,1.0,0,1,0,0,0,0,2,9,3,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3,15,2,6,0,1,0,0,3,0,0,2,0,MAG,,18.00,5.00,.330,35.00,0.00,27.00,0.00,0.00,0.0,33.3,-33.3,3,0,2,1,.330,20.0,12.69,13.23,8.83,28,39,38,55,3.00,33.3,50.0,16.7,0.0,0.00,14,13,60.0,40.0,13.3,5.7,17.1
188,699134,698,2023,21,0,13,5,0,1,21,16,0,16,1,73,368,20.0,2,0,0,1,4,1,12,91,60,21,0,0,207,0,2,0,0,0,0,0,0,1,20,0,10,4,1,0,0,2,13,156,51,53,9,13,3,1,20,1,0,9,6,LAG,,5.40,1.60,.220,18.40,9.45,7.20,1.31,0.45,23.1,17.6,5.5,26,3,10,14,.290,63.3,4.79,4.52,4.54,93,104,111,108,1.86,18.9,49.1,26.4,5.7,0.07,161,105,56.2,43.8,32.7,13.9,13.9
194,699215,698,2023,7,0,4,0,1,0,8,5,0,7,1,23,119,5.0,0,0,0,0,0,0,4,29,15,7,0,0,66,0,1,0,2,3,3,0,0,0,5,0,6,1,2,0,0,0,3,46,17,15,0,4,0,0,4,1,0,3,3,LAG,,7.20,2.40,.300,23.80,14.40,9.00,1.60,0.00,27.6,17.2,10.4,7,0,3,5,.470,69.2,4.09,4.63,3.98,69,122,108,123,1.40,20.0,46.7,33.3,0.0,0.00,53,29,55.5,44.5,37.0,14.3,16.8
180,699314,698,2023,9,6,18,3,0,4,22,10,0,32,2,122,466,30.0,1,2,0,0,0,0,15,134,90,9,0,0,290,1,4,0,0,0,0,0,0,0,30,0,9,3,0,0,0,3,20,203,40,100,12,23,3,5,37,4,0,13,15,LAG,,4.50,1.40,.260,15.53,6.60,3.00,2.20,1.20,16.4,7.5,8.9,52,3,18,27,.290,67.7,5.16,3.91,4.14,111,97,128,118,1.93,18.0,52.0,27.0,3.0,0.15,176,163,62.2,37.8,19.7,8.6,18.7
264,700287,699,2023,11,0,10,3,0,0,10,4,0,17,0,49,209,11.0,0,1,0,0,5,0,9,53,33,11,0,0,136,0,0,0,1,2,0,0,0,0,11,0,7,5,0,0,0,1,7,110,24,39,0,6,2,0,14,3,0,9,5,ARA,,7.36,1.91,.350,19.00,8.18,3.27,2.50,0.00,18.9,7.5,11.4,19,2,9,9,.440,52.4,2.96,3.41,3.87,68,169,147,127,2.11,23.1,48.7,23.1,5.1,0.00,73,86,65.1,34.9,21.8,11.5,12.4
170,700728,698,2023,6,0,1,1,0,0,4,4,0,6,0,24,101,6.0,0,0,0,0,2,0,1,28,18,6,0,0,64,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,7,43,11,20,4,4,3,1,6,0,0,4,2,LAG,,1.50,1.67,.250,16.83,6.00,6.00,1.00,0.00,14.3,14.3,0.0,8,3,5,4,.300,90.0,4.36,4.72,5.46,333,115,106,90,2.00,25.0,40.0,20.0,15.0,0.00,37,32,63.4,36.6,25.6,10.9,20.8
37,800471,692,2023,1,0,0,0,0,0,0,1,0,0,0,2,9,0.2,0,0,0,0,0,0,0,3,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,0,0,0,ZUL,,0.00,1.50,.000,13.50,0.00,13.50,0.00,0.00,0.0,33.3,-33.3,0,1,0,1,.000,100.0,8.19,9.01,15.31,0,61,55,32,0.00,0.0,0.0,50.0,50.0,0.00,4,2,55.6,44.4,0.0,0.0,33.3
26,805079,696,2023,9,0,7,4,0,0,4,7,0,11,0,35,169,8.0,0,1,0,0,0,0,7,42,24,9,0,0,89,0,1,0,2,2,1,0,0,0,8,0,7,4,0,0,0,1,8,57,13,31,2,4,4,2,10,3,1,4,3,MAG,,7.88,2.25,.310,21.12,4.50,7.88,0.57,0.00,9.5,16.7,-7.2,13,5,6,7,.350,61.1,5.32,5.79,6.46,63,94,86,76,1.86,19.4,41.9,22.6,16.1,0.00,80,44,52.7,47.3,22.8,7.7,18.9
48,807590,692,2023,7,0,5,1,0,0,5,10,0,9,1,33,168,8.2,1,0,0,0,0,0,4,45,26,7,0,0,84,0,2,0,0,2,1,0,0,1,8,2,7,1,0,1,0,0,6,68,15,29,9,8,3,0,9,2,0,5,2,ZUL,,4.15,2.19,.270,19.38,5.19,10.38,0.50,0.00,11.1,22.2,-11.1,11,3,5,10,.310,75.0,6.34,6.97,6.99,120,79,72,70,1.10,17.2,37.9,34.5,10.3,0.00,84,53,50.0,50.0,22.1,8.9,9.5
23,807698,696,2023,2,0,2,0,0,0,1,4,0,1,0,4,41,1.1,0,1,0,1,0,1,1,9,4,2,0,0,19,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,14,3,4,0,1,0,0,2,0,0,0,1,MAG,,6.75,3.75,.250,30.75,6.75,27.00,0.25,0.00,11.1,44.4,-33.3,3,0,0,1,.250,60.0,11.19,11.60,8.43,74,45,43,58,3.00,0.0,75.0,25.0,0.0,0.00,22,11,46.3,53.7,21.4,7.3,12.2
70,814050,692,2023,1,0,7,1,1,1,0,1,0,5,1,9,28,1.1,0,0,0,0,0,0,5,12,4,1,0,0,16,0,1,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,1,14,0,10,0,4,0,0,1,2,0,2,1,ZUL,,33.75,4.50,.560,21.00,0.00,6.75,0.00,6.75,0.0,8.3,-8.3,2,0,2,6,.440,0.0,17.94,10.64,8.60,15,28,47,57,0.33,20.0,20.0,60.0,0.0,0.17,12,14,57.1,42.9,0.0,0.0,7.1
242,816272,699,2023,1,0,0,0,0,0,1,0,0,1,0,4,9,1.0,0,0,0,0,0,0,0,4,3,1,0,0,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,5,2,3,3,1,0,1,0,0,0,0,1,ARA,,0.00,1.00,.250,9.00,9.00,0.00,inf,0.00,25.0,0.0,25.0,1,0,1,1,.330,100.0,1.69,2.23,2.38,0,296,224,206,1.00,33.3,33.3,33.3,0.0,0.00,2,3,77.8,22.2,40.0,22.2,22.2
206,816273,698,2023,3,0,4,0,1,1,0,2,0,3,0,8,37,1.2,0,1,0,1,0,1,4,10,5,3,0,0,23,0,0,0,0,1,1,0,0,0,1,2,2,1,0,0,0,0,1,17,5,8,0,2,2,0,1,0,0,3,0,LAG,,21.60,3.00,.380,22.20,0.00,10.80,0.00,5.40,0.0,20.0,-20.0,1,2,3,2,.290,27.8,15.09,7.94,9.90,23,33,63,49,0.50,37.5,12.5,25.0,25.0,0.50,14,12,62.2,37.8,29.4,13.5,16.2
10,816287,696,2023,3,0,3,2,0,0,3,3,1,4,0,16,81,4.2,0,0,0,0,0,0,2,21,14,3,0,0,48,0,2,0,0,1,1,0,0,2,4,2,1,1,0,0,0,1,1,40,11,15,3,6,0,0,5,1,0,2,1,MAG,,3.86,1.50,.250,17.36,5.79,5.79,1.00,0.00,14.3,14.3,0.0,6,0,2,7,.270,57.1,4.33,5.15,5.58,130,115,97,88,0.86,13.3,40.0,46.7,0.0,0.00,33,29,59.3,40.7,27.5,13.6,9.9
237,816392,693,2023,7,0,7,1,0,2,5,7,0,8,1,27,127,7.0,1,0,0,1,0,1,7,36,21,7,0,0,75,1,1,0,1,0,0,0,1,0,7,0,1,0,0,0,0,2,6,60,9,23,16,4,1,2,8,2,0,6,0,LAR,,9.00,2.14,.300,18.14,6.43,9.00,0.71,2.57,13.9,19.4,-5.5,8,1,8,6,.300,68.2,9.40,6.16,6.11,56,53,81,80,1.33,34.8,34.8,26.1,4.3,0.33,52,51,59.1,40.9,15.0,7.1,11.8
36,820905,696,2023,1,1,4,0,1,1,0,1,0,2,1,2,21,0.0,0,1,0,0,0,0,4,4,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,5,0,2,0,0,0,0,0,1,0,1,0,MAG,,inf,inf,1.000,inf,nan,inf,0.00,inf,0.0,25.0,-25.0,0,0,1,1,1.000,0.0,inf,inf,10.21,inf,inf,inf,48,0.00,50.0,0.0,50.0,0.0,1.00,14,5,33.3,66.7,0.0,0.0,9.5
0,820906,696,2023,1,0,0,0,0,0,0,0,0,1,0,2,7,0.2,0,0,0,0,0,0,0,2,2,1,0,0,4,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,MAG,,0.00,1.50,.500,10.50,0.00,0.00,nan,0.00,0.0,0.0,0.0,1,0,0,1,.500,100.0,3.69,4.51,6.14,0,136,111,80,1.00,0.0,50.0,50.0,0.0,0.00,3,2,57.1,42.9,0.0,0.0,28.6
